,appid,name,developer,publisher,price,year,duenos_promedio,rating_neto,rating_perc,Action,Free to Play,Strategy,Adventure,Indie,RPG,Casual,Simulation,Racing,Violent,Massively Multiplayer,Nudity,Sports,Early Access,Gore,Sexual Content,Target
26273,1017940,King of Texas,King Key Games,King Key Games,1834,2019,10000.0,-1,0.47368421052631604,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26274,1018000,Anniversary Collection Arcade Classics,Konami Digital Entertainment,Konami Digital Entertainment,17349,2019,10000.0,10,0.666666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26275,1018060,The Mercenary Rise,zeroplaystone,zeroplaystone,6282,2019,10000.0,15,0.641509433962264,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
26276,1018090,2100,Interactive Gaming Studios,Interactive Gaming Studios,3136,2019,10000.0,0,0.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26277,1018130,Castle Break,Pauloondra,Pauloondra,4329,2019,10000.0,4,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26278,1018170,<U+5149><U+4E4B><U+8FF7><U+57CE> / Dawn of the Lost Castle,HappyGame,HappyGame,5631,2019,10000.0,8,0.833333333333333,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
26279,1018380,<U+602A><U+7363><U+7DBA><U+8B5A> <U+6727><U+5341><U+591C> <U+7A7A><U+72D0><U+4E07><U+83EF><U+93E1>,<U+3068><U+304D><U+3066><U+3063><U+3068>,<U+3068><U+304D><U+3066><U+3063><U+3068>,15722,2019,10000.0,1,1.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26280,1018420,uuu so smislom,lastgame,Game for people,857,2019,10000.0,6,0.875,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26281,1018580,Magic Word Alchemist,Virtual Bridgeworks,VT Publishing,4329,2019,10000.0,2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26282,1018720,X-POINT,Andrey Scanarri (Scanarri),Andrey Scanarri (Scanarri),8051,2019,10000.0,5,0.857142857142857,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
26283,1018730,Tobit,Vectura Games,Vectura Games,0,2019,10000.0,0,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26284,1018770,Lizardquest-Alien waters,Avisgames,Avisgames,5631,2019,10000.0,-1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26285,1018810,Drumpfy Walls,Hotbox Garage,Hotbox Garage,4329,2019,10000.0,3,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
26286,1018820,Fleet Scrapper,James Fitzgerald (Cavedens);David Fitzgerald (Perfectfitz),Creatorship Games,5631,2019,10000.0,2,0.75,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
26287,1018900,Let's Learn Japanese! Katakana,Dr. Cyril Splutterworth,Dr. Cyril Splutterworth,3136,2019,10000.0,1,0.666666666666667,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26288,1018930,<U+3010>SCP<U+3011><U+5668><U+95A2><U+30CE><U+5F77><U+5FA8> -The will of a single Tale- <U+7B2C>1<U+90E8>,Stoner Tomohito,GESTALT-§,0,2019,10000.0,26,0.882352941176471,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26289,1018960,Thugs Law,Fabio Cunha,Fabio Cunha,1834,2019,10000.0,0,0.5,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
26290,1018980,VKT Prime System Crash,Mia Blais-Côté,Mia Blais-Côté,868,2019,10000.0,3,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26291,1018990,Cherry Creek,Second Dimension Games,Second Dimension Games,4329,2019,10000.0,9,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26292,1019020,The Abbey - Director's cut,Alcachofa Soft,Erbe Software,10080,2019,10000.0,1,0.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26293,1019040,Smash team,Kedexa,Kedexa,857,2019,10000.0,-1,0.33333333333333304,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26294,1019060,5.84 Wing,Brouillard,Brouillard,857,2019,10000.0,1,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26295,1019150,Apolune,Lost Astronaut Studios,Lost Astronaut Studios,5631,2019,10000.0,1,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26296,1019250,World War II: TCG,FrozenShard Games,FrozenShard Games,0,2019,35000.0,57,0.7522123893805308,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26297,1019260,Micro Mayhem,OctolabGames,OctolabGames,7801,2019,10000.0,1,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
26298,1019400,BeatShips,BeatShipsGame,BeatShipsGame,9754,2019,10000.0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26299,1019580,Mortadelo y Filemón: Una aventura de cine - Edición especial,Alcachofa Soft,Erbe Software,10080,2019,10000.0,1,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26300,1019630,ECCHI NEKO GIRLS PUZZLE,NEXION,NEXION X INC.,1074,2019,10000.0,12,0.8,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
26301,1019710,Repel Aliens 3D,Tonye Amienyo,Tonye Amienyo,4329,2019,10000.0,-1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26302,1019920,Gensokyo Defenders / <U+5E7B><U+60F3><U+90F7><U+30C7><U+30A3><U+30D5><U+30A7><U+30F3><U+30C0><U+30FC><U+30BA> / <U+5E7B><U+60F3><U+9109><U+5B88><U+8B77><U+8005>,Neetpia,Sony Music Entertainment (Japan) Inc. / UNTIES,19519,2019,10000.0,17,0.9047619047619051,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26303,1019940,Race for Tuning,A. Strazhev,A. Strazhev,4329,2019,10000.0,26,0.7241379310344829,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
26304,1020010,Fantasy Island,BoringGame,BoringGame,857,2019,10000.0,-1,0.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26305,1020020,Dimension Two,AeroRider,AeroRider,4329,2019,10000.0,12,0.9285714285714292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26306,1020090,Overcome,Overcome Studios,Overcome Studios,8995,2019,10000.0,9,0.9090909090909091,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26307,1020250,Flying in Labyrinth,NRDSlab,NRDSlab,1834,2019,10000.0,3,0.8,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
26308,1020270,Demon Hunter 5: Ascendance,Brave Giant LTD,Artifex Mundi,12358,2019,10000.0,5,0.7272727272727271,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
26309,1020340,Audica,"Harmonix Music Systems, Inc","Harmonix Music Systems, Inc",16807,2019,10000.0,98,0.7951807228915658,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26310,1020360,<U+9B54><U+6756><U+6218><U+4E89> Wand Wars: Rise,Nomad Studio,Nomad Studio,7801,2019,10000.0,-2,0.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26311,1020390,Beat Blaster,Ivanovich Games,Ivanovich Games,16807,2019,10000.0,5,0.857142857142857,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
26312,1020410,Narco Strike,Free Initiative Games,Free Initiative Games,0,2019,10000.0,2,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26313,1020470,Evoland Legendary Edition,Shiro Games,Shiro Games,16264,2019,10000.0,86,0.8771929824561401,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26314,1020480,Nasty,Fun Infused Games,Fun Infused Games,857,2019,10000.0,1,0.666666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26315,1020520,Hellink,Ikigai,Ikigai,0,2019,10000.0,28,0.966666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26316,1020590,Space Pilgrim Academy: Reunion,Pilgrim Adventures,GrabTheGames,1834,2019,10000.0,10,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26317,1020600,Extreme Truck Simulator,A Nostru,A Nostru,1834,2019,10000.0,4,0.833333333333333,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
26318,1020610,Apoapsis,Construct Core Works,Construct Core Works,2268,2019,10000.0,0,0.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26319,1020640,R.I.C.A,Seldom Ludious,Seldom Ludious,0,2019,10000.0,61,0.942028985507246,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26320,1020650,Commando Fodder: War Dogs,DPAD-FTW,DPAD-FTW,1834,2019,10000.0,7,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
26321,1020660,Wrecked Destruction Simulator,TAS Systems,TAS Systems,7801,2019,10000.0,2,0.583333333333333,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
26322,1020830,Something is wrong/<U+6709><U+6BDB><U+75C5>,Silence Game, Silence Game,1834,2019,10000.0,15,0.8947368421052628,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
26323,1020930,<U+5728><U+672B><U+65E5><U+524D><U+5915><U+7B49><U+5F85><U+653E><U+6674>,<U+8003><U+672A><U+5B78><U+793E>×Mirailogy Studio,<U+8003><U+672A><U+5B78><U+793E>×Mirailogy Studio,8995,2019,10000.0,8,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26324,1020940,Owyn's Adventure,Gazoid,Gazoid,1834,2019,10000.0,22,0.958333333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26325,1020980,Match Three Pirates! Heir to Davy Jones,Graphium Studio,Graphium Studio,4329,2019,10000.0,1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26326,1021060,Brix VR,Nathaniel Powell,Nathaniel Powell,4329,2019,10000.0,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26327,1021120,PraeBot,KE<U+A7B0>;EasyWays Team,KE<U+A7B0>;EasyWays,857,2019,10000.0,3,0.666666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26328,1021130,Trucking,Another world,Another world,13443,2019,10000.0,4,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
26329,1021260,Chocolate makes you happy: St.Patrick's Day,Blender Games,Blender Games,857,2019,10000.0,-4,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26330,1021640,Fold,Once A Bird,Once A Bird,2268,2019,10000.0,6,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26331,1021670,<U+673A><U+9000><U+602A><U+517D>,Doble Punch Games,Surefire.Games,8995,2019,10000.0,118,0.8430232558139542,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
26332,1021680,Music Escape (Beta Edition),2049VR,2049VR,8127,2019,10000.0,5,0.7777777777777779,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
26333,1021690,Game Studio Simulator(<U+6211><U+8981><U+505A><U+6E38><U+620F>),FunLab<U+9A86><U+9A7C>,WhiteLakeStudio,1834,2019,10000.0,114,0.875,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
26334,1021700,Little Reds Forest Fun,Virtual Bridgeworks,VT Publishing,4329,2019,10000.0,4,1.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26335,1021780,The Region,Black Snake Games,Black Snake Games,5197,2019,10000.0,-20,0.29166666666666696,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
26336,1021820,Dumb test: Check your teammates,CSM,W.T.B.,835,2019,10000.0,2,0.75,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
26337,1021840,Asteroid Hideout,toxicbrain,toxicbrain,2268,2019,10000.0,2,0.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26338,1021850,Blood Memery|<U+8840><U+8272><U+8BB0><U+5FC6>,CCYY,CCYY,2268,2019,10000.0,51,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26339,1021860,Unravel Cyndy,DreamBig Games,DreamBig Games,1834,2019,10000.0,2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26340,1021950,When the Darkness comes,Sirhaian,Sirhaian,0,2019,150000.0,2665,0.907866544230181,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26341,1022000,Lyantei,Sweet Slush Games,Sweet Slush Games,6716,2019,10000.0,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26342,1022010,Oliver's Adventures in the Fairyland,LuchinVladimir,IndieMax,4329,2019,10000.0,16,0.9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26343,1022040,Candy Mandy,Easy Games,Easy Games,857,2019,10000.0,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26344,1022130,CLASH! - Battle Arena,Mason Butterwick,Mason Butterwick,5197,2019,10000.0,0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26345,1022160,Rollossus,Almost Infinity Games LLC,Almost Infinity Games LLC,4329,2019,10000.0,1,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26346,1022170,VehiCraft,Heart Fragment Studio,Heart Fragment Studio,8995,2019,10000.0,-1,0.33333333333333304,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
26347,1022180,And I Must Scream,Stitched Mouth Studios,Stitched Mouth Studios,0,2019,10000.0,2,0.666666666666667,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26348,1022270,Cartacombs,YawningDad,YawningDad,1834,2019,10000.0,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26349,1022280,CosPuzzle: Giu Hellsing,AnimeBomb,AnimeBomb,857,2019,10000.0,0,0.5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
26350,1022320,Crypto Crisis: Education Edition,Armoured Beans,Armoured Beans,6716,2019,10000.0,1,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26351,1022370,CupGuess,Funny,Funny,2268,2019,10000.0,-1,0.45454545454545503,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26352,1022530,SUBARACITY,ESQUADRA,Flyhigh Works,4329,2019,10000.0,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26353,1022550,Neon Infinity,Halcyon Day Digital Co,Halcyon Day Digital Co,857,2019,10000.0,3,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26354,1022610,Alchemic Dungeons DX,Q-Cumber Factory,Flyhigh Works,6282,2019,10000.0,6,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26355,1022630,Tankorama,GO Dizajn,GO Dizajn,5631,2019,10000.0,4,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26356,1022640,Lgnorant girl doll,wandwand,wandwad,7801,2019,10000.0,0,0.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
26357,1022650,LeonWaan MineSweeper,LeonWaan Games,LeonWaan Games,857,2019,10000.0,1,0.6,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
26358,1022770,Beyond Enemy Lines: Operation Arctic Hawk,Polygon Art,Polygon Art,4329,2019,10000.0,2,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26359,1022780,Animal Fight Club,Marco Amadei,Corvostudio di Amadei Marco,3201,2019,10000.0,30,0.826086956521739,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
26360,1022840,The Adventures of Jason and the Argonauts,PixQuake,HH-Games,4329,2019,10000.0,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26361,1022870,Luminos,dev4play,dev4play,2268,2019,10000.0,15,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26362,1022920,Two Clusters: Kain,Two Clusters,Two Clusters,0,2019,10000.0,1,0.666666666666667,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
26363,1023020,Slime Crunch,FailoutGames,FailoutGames,857,2019,10000.0,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26364,1023060,Yet Another Survival Game,RewindApp,RewindApp,857,2019,10000.0,1,0.555555555555556,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
26365,1023120,Erotic girls match 3,hallunazigames,hallunazigames,857,2019,10000.0,-3,0.28571428571428603,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26366,1023130,Defection,Sergey Saratov,Sergey Saratov,3136,2019,10000.0,0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26367,1023150,Cyborg Invasion Shooter 3: Savior Of The World,Tero Lunkka;BlackThug,Tero Lunkka,2268,2019,10000.0,9,0.8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26368,1023280,Solitaire Bliss Collection,Mongoose Net Ltd.,Mongoose Net Ltd.,21147,2019,10000.0,1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26369,1023320,Clown Thug Cop Zombies,TWOODY PRODUCTIONS,TWOODY PRODUCTIONS,0,2019,10000.0,27,0.7872340425531921,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26370,1023410,3 GEEKS,Romuald Serrado,Adipson Studio,10080,2019,10000.0,4,0.833333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26371,1023510,Matanga,Volokitin Andrey, Volokitin Andrey,6282,2019,10000.0,7,0.7692307692307689,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26372,1023550,Rogue Star Rescue,Chute Apps,Chute Apps,12358,2019,10000.0,7,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
26373,1023570,PUZZLE: ANIMALS,AFBIK Studio,AFBIK Studio,857,2019,10000.0,0,0.5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26374,1023690,Nurse Love Syndrome,KOGADO STUDIO,Degica,33624,2019,10000.0,17,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26375,1023870,Northern Lights,DimleTeam,DimleTeam,1834,2019,10000.0,0,0.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26376,1023960,Easter!,FG,FG,857,2019,10000.0,-5,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26377,1023980,V.L.A.D.i.K,Narko Games,Narko Games,5631,2019,10000.0,16,0.576923076923077,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
26378,1024080,The Scuttle,Foulball Hangover,Foulball Hangover,3136,2019,10000.0,7,0.8888888888888891,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26379,1024150,Valentines Cafe,MyDreamForever_Old;Life Jumb DT,MyDreamForever_Old,857,2019,10000.0,-2,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26380,1024220,Death Waves,SeedWall,SeedWall,4329,2019,10000.0,-1,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26381,1024250,Firon,F8tality games,F8tality games,0,2019,10000.0,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26382,1024280,The Cradle of Ruin/<U+6BC1><U+706D><U+7684><U+6447><U+7BEE>/<U+307B><U+308D><U+3073><U+306E><U+3086><U+308A><U+304B><U+3054>,CHARON,Hakoniwa Studio,2268,2019,10000.0,38,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
26383,1024330,Bhavacakra Grace,Two Clusters,Two Clusters,0,2019,10000.0,0,0.5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26384,1024430,Super Arcade Soccer,Ruben Alcañiz;Ruben Alcañiz,Ruben Alcañiz,4329,2019,10000.0,3,0.6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
26385,1024440,<U+5154><U+8033><U+5192><U+9669><U+8C2D>/Usamimi Adventure,Loser/s,Hakoniwa Studio,11165,2019,10000.0,65,0.9452054794520551,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26386,1024450,DINO VR,K3I,K3I,16807,2019,10000.0,-1,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26387,1024520,Viking: Sigurd's Adventure,Areal Czech,GameDEN,4329,2019,10000.0,3,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26388,1024540,Alien League,Kraken Ink.,Kraken Ink.,11924,2019,10000.0,3,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26389,1024600,SkydiVeR,KR Games,Star Consult S.r.l.,4329,2019,10000.0,-6,0.2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
26390,1024670,Ruination,Zachary Lee,Zachary Lee,857,2019,10000.0,7,0.7692307692307689,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26391,1024690,Chaos Village,QuickSave,QuickSave,2268,2019,10000.0,1,0.666666666666667,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26392,1024730,Murder Machine Mini,Bjoern Grunewald,GruneGames,10080,2019,10000.0,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26393,1024780,Capture the planet: Cute War,ImperiumGame,ImperiumGame ,857,2019,10000.0,-1,0.33333333333333304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26394,1024790,Kare wa Kanojo,JMF Games,JMF Games,0,2019,10000.0,3,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26395,1024860,BFGE (Bartender Flair Game),Gazflair3d,Gazflair3d,16807,2019,10000.0,5,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
26396,1024970,Quantum Legend - VR Experience,"BeiJing FlyDream Interactive co.,ltd","BeiJing FlyDream Interactive co.,ltd",0,2019,10000.0,-1,0.46666666666666706,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26397,1025000,Puzzle 101: Edge of Galaxy <U+5B87><U+5B99><U+8FB9><U+9645>,Black Phoenix Studio,Black Phoenix Studio,5197,2019,10000.0,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26398,1025010,Cursor - by Mr iLyn.,Mr iLyn.,Mr iLyn. - Gamedev,1834,2019,10000.0,1,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26399,1025050,Figure Quest,greenfigure;BlastFM,greenfigure,1790,2019,10000.0,108,0.9426229508196721,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26400,1025070,<U+6DD1><U+5973><U+540C><U+840C>!-New Division- / Hello Lady! -New Division-,AKATSUKI-WORKS,HIKARI FIELD,12358,2019,10000.0,125,0.9921259842519692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26401,1025130,Oik Memory 3,Crew Lab,Crew Lab,857,2019,10000.0,24,0.9285714285714292,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
26402,1025200,The Floor Is Really Cheap Lava,Kain Swartzbaugh,Kain Swartzbaugh,0,2019,10000.0,45,0.826086956521739,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
26403,1025240,GLAD VALAKAS TOWER DEFENCE 2,Snkl Studio,Snkl Studio,857,2019,10000.0,61,0.955223880597015,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26404,1025250,Shadow Corridor,KazukiShiroma,KazukiShiroma,6282,2019,10000.0,121,0.823529411764706,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26405,1025260,Rebirth Fantasy Online,Retro Craftz Studio,Retro Craftz Studio,0,2019,10000.0,17,0.666666666666667,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
26406,1025270,Nogalious MSX,LUEGOLU3GO STUDIOS,LUEGOLU3GO STUDIOS,3136,2019,10000.0,0,0.5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26407,1025480,1-Bit Revival: The Residuals of Null,Alex Hanson-White,Alex Hanson-White,3136,2019,10000.0,4,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26408,1025580,Vainglory,Super Evil Megacorp,Super Evil Megacorp,0,2019,350000.0,472,0.621025641025641,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26409,1025650,Astrog,DigitalArtefact,DigitalArtefact,12358,2019,10000.0,-3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26410,1025710,Real Al's Humanity Academy,Brett Moody;Keanan Pucci;Matthew Ricci,Affinity Studios LLC,0,2019,10000.0,10,0.916666666666667,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26411,1025740,The Woods: VR Escape the Room,Blue Entropy Studios,Blue Entropy Studios,4329,2019,10000.0,-4,0.3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26412,1025870,MONSTERS:SURVIVAL,DCELL GAMES STUDIO,DCELL GAMES STUDIO,21147,2019,10000.0,0,0.5,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
26413,1025920,Manipulator of Figure 3,Ravio Karo, Ravio Karo,857,2019,10000.0,18,0.9090909090909091,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26414,1025940,Super Nitrous Zoomer,Virtual Bridgeworks,VT Publishing,4329,2019,10000.0,-1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26415,1025980,<U+533F><U+540D><U+4FE1>:<U+5931><U+5FC3><U+8005> / Strayer,<U+5143><U+6C14><U+5DE5><U+4F5C><U+5BA4>,<U+539F><U+529B><U+4E92><U+5A31>,1834,2019,10000.0,14,0.616666666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26416,1025990,Cube Human,<U+8FF7><U+832B><U+7684><U+83DC><U+9E1F>,<U+8FF7><U+832B><U+7684><U+83DC><U+9E1F>,857,2019,10000.0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
26417,1026030,Pew Pew Rocket,StarSystemStudios™,StarSystemStudios™,1834,2019,10000.0,10,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26418,1026080,The Antidote,Innovative Underdogs,Innovative Underdogs,4329,2019,10000.0,3,0.7142857142857142,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26419,1026130,STAB STAB STAB!,Sbug Games,Sbug Games,6282,2019,10000.0,8,0.7857142857142858,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26420,1026210,BAD BILLY 2D VR,Indiecode Games,Indiecode Games,1834,2019,10000.0,0,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26421,1026230,Be an Archer,Dexion Games,Dexion Games,1834,2019,10000.0,-1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
